Nombre,Tipo Fitness,Categoría Google,País,Ciudad,Zona Premium,Dirección,Teléfono,Sitio Web,Email,Rating,Nº Reseñas,Tamaño Estimado,Prioridad,Score Nexora (0-10),Tiene Web,Tiene Teléfono,Campaña,Mes Scraping,Google Maps URL
arte pilates,Pilates,Centro de pilates,Colombia,Bogotá,Chapinero,"Cra. 7a #69-65, Bogotá, Bogotá",+57 316 9310850,https://www.artepilates-studio.com/,,5,17,Pequeño-mediano,MEDIA,9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=arte%20pilates&query_place_id=ChIJzdWRYyubP44RvsI32UUKwWI
Nacha.healthyfit,Otro,Entrenador personal,Argentina,Buenos Aires,Palermo,"Costa Rica 5600, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",+54 11 7364-1615,https://pency.app/glowfit,,5,17,Pequeño-mediano,MEDIA,9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Nacha.healthyfit&query_place_id=ChIJdf2kYy21vJURk865kQvrebc
ENOIA Barre Studio,Otro,Centro de salud y bienestar,Colombia,Medellín,El Poblado,"Mall Interplaza, Cra. 30 #Local 973, Medellín, El Poblado, Medellín, Antioquia",+57 310 7133788,https://enoiabarrestudio.com/,,5,16,Pequeño-mediano,MEDIA,9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=ENOIA%20Barre%20Studio&query_place_id=ChIJvVHYxxkpRI4RWIQVSQvCo1M
Be Smart Fitness Lab (Mall Del Este),Gimnasio,Gimnasio,Colombia,Medellín,El Poblado,"Carrera 25 #3 45, (Mall Del Este / Local 140), Medellín, El Poblado, Medellín, Antioquia",+57 44230140,,,4.3,15,Pequeño-mediano,ALTA,9,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Be%20Smart%20Fitness%20Lab%20(Mall%20Del%20Este)&query_place_id=ChIJaTabhpmCRo4RRXFnOEak9Iw
Wrestlers House,Artes Marciales,Escuela de artes marciales,Colombia,Medellín,Laureles,"C. 50 #73 no 67, Medellín, Laureles, Medellín, Antioquia",+57 315 3241563,https://www.instagram.com/wrestlershouse?igsh=MWFyMDBnZHpydzRjMg==,,5,15,Pequeño-mediano,MEDIA,9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Wrestlers%20House&query_place_id=ChIJDftOnlYpRI4RYbAFHcxEO4k
ATTIC - Pilates & Barre Studio,Pilates,Centro de pilates,Argentina,Buenos Aires,Palermo,"Honduras 4822, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",+54 9 11 7145-1598,https://www.instagram.com/attic.pilates?igsh=eDhzajhoNjE1bXUy&utm_source=qr,,5,15,Pequeño-mediano,MEDIA,9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=ATTIC%20-%20Pilates%20%26%20Barre%20Studio&query_place_id=ChIJP8qxn0S1vJUR3RFE6mg3sMY
Thor Training Gimnasio,Gimnasio,Gimnasio,Colombia,Envigado,Envigado,"Dg. 29 #34A Sur-26, Envigado, Antioquia",+57 320 2219103,https://www.instagram.com/thortraininggimnasio/profilecard/?igsh=Y2Jjc2l0cG1lajBh,,5,14,Pequeño,MEDIA,9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Thor%20Training%20Gimnasio&query_place_id=ChIJta51JACDRo4R2Drm40KCJ0U
Estudio Rokalflex Pilates,Gimnasio,Club deportivo,Colombia,Bogotá,Chapinero,"Ac. 32 #6b-43, Bogotá, Bogotá",+57 304 2325072,http://www.rokalflex.com/,,5,14,Pequeño,MEDIA,9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Estudio%20Rokalflex%20Pilates&query_place_id=ChIJpVNVIwCZP44R_0auXiAfn5E
~KALE~ Pilates&Nutrición,Pilates,Centro de pilates,Argentina,Buenos Aires,Palermo,"Teodoro García 2373, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",+54 11 5851-0885,https://instagram.com/somoskale_?igshid=MWI4MTIyMDE=,,5,14,Pequeño,MEDIA,9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=~KALE~%20Pilates%26Nutrici%C3%B3n&query_place_id=ChIJaemWHnS1vJURIrOMk6irJZw
Energy Body Spinning,Gimnasio,Centro deportivo,México,Ciudad de México,Polanco,"Santa María La Ribera 121, Cuauhtémoc, Ciudad de México, Cd. de México",+52 55 2961 5018,https://www.facebook.com/EnergyBodySpinning,,5,14,Pequeño,MEDIA,9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Energy%20Body%20Spinning&query_place_id=ChIJ749qCgD50YUR1TuB_Po_hAo
D7 Fitness Consulting,Otro,Entrenador personal,Colombia,Medellín,Laureles,"Casa, Cl. 48 #80-84, Medellín, La América, Medellín, Antioquia",(917) 335-9870,https://d7fitness.lovable.app/,,5,13,Pequeño,MEDIA,9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=D7%20Fitness%20Consulting&query_place_id=ChIJF9NRRbwpRI4ROwfHh8R2IyI
Mercafit Medellín,Otro,Centro comercial,Colombia,Envigado,Envigado,"Cra. 27 #35 sur-162 Local 126, Envigado, Antioquia",+57 318 2157424,https://www.instagram.com/mercafit_medellin/,,5,13,Pequeño,MEDIA,9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Mercafit%20Medell%C3%ADn&query_place_id=ChIJ7YBSL7ODRo4RuHPuxD3EZvc
Escuela de Artes Marciales Calmecac Kuauhtli,Gimnasio,Gimnasio,México,Ciudad de México,Polanco,"Sierra Santa Rosa, Miguel Hidalgo, Ciudad de México, Cd. de México",+52 55 2679 8242,https://www.facebook.com/share/1AYoqQtucn/,,5,13,Pequeño,MEDIA,9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Escuela%20de%20Artes%20Marciales%20Calmecac%20Kuauhtli&query_place_id=ChIJ4xkBLkED0oURocEChkBv-iE
Centro de Integración Emocional by Shivagam,Otro,Centro de meditación,México,Ciudad de México,Polanco,"Fuente de Tritones 28, Ciudad de México, Estado de México",+52 55 4949 0675,https://integracionemocional.com/es/landing/centrosieshivagam,,5,13,Pequeño,MEDIA,9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Centro%20de%20Integraci%C3%B3n%20Emocional%20by%20Shivagam&query_place_id=ChIJZdNbrJwD0oUR0v3v13xTBus
Hábito Training,Gimnasio,Gimnasio,Argentina,Córdoba,Nueva Córdoba,"Av. Vélez Sarsfield 885, Córdoba, Córdoba",+54 351 635-8600,https://www.instagram.com/habito.training?igsh=MWVrMnFpZmR5YWxwcg==,,5,13,Pequeño,MEDIA,9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=H%C3%A1bito%20Training&query_place_id=ChIJYzjtUQCjMpQROTJvAp1Tw6M
3FIT ENTRENADOR PERSONAL / CLASES DE BOXEO,Otro,Entrenador personal,Colombia,Medellín,Laureles,"Cl 50A #86 - 52, Medellín, La América, Medellín, Antioquia",+57 300 6614206,https://www.3fitentrenamiento.com/,,5,12,Pequeño,MEDIA,9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=3FIT%20ENTRENADOR%20PERSONAL%20%2F%20CLASES%20DE%20BOXEO&query_place_id=ChIJocjVUaopRI4R2cdKA0pkSeo
GO TRAINER S.A.S,Otro,Entrenador personal,Colombia,Medellín,El Poblado,"Cra. 43A #19a- 87, Medellín, El Poblado, Medellín, Antioquia",+57 302 4048793,https://www.gotrainer.com.co/,,5,11,Pequeño,MEDIA,9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=GO%20TRAINER%20S.A.S&query_place_id=ChIJw7TmOuIpRI4RbMzlKjyOHdQ
Unique Pilates Los Bernal,Pilates,Centro de pilates,Colombia,Medellín,Laureles,"Cl. 4g #81A - 45, Medellín, Altavista, Medellín, Antioquia",+57 305 3035925,https://www.uniquepilates.co/,,5,11,Pequeño,MEDIA,9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Unique%20Pilates%20Los%20Bernal&query_place_id=ChIJ29BFuXMpRI4RSAxxTyYp_wo
Glute Addicts Medellín,Gimnasio,Gimnasio,Colombia,Medellín,El Poblado,"Cra. 35 #7-86, Medellín, El Poblado, Medellín, Antioquia",+57 321 4789321,https://gluteaddictsmedellin.co/,,5,10,Pequeño,MEDIA,9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Glute%20Addicts%20Medell%C3%ADn&query_place_id=ChIJoSxbAb2DRo4RZR0-2HaH8eI
VIBRIUM,Otro,Tienda de ropa,Colombia,Medellín,El Poblado,"Cra. 34 #7-73, Medellín, El Poblado, Medellín, Antioquia",+57 314 7984567,http://www.vibriumactive.com/,,5,10,Pequeño,MEDIA,9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=VIBRIUM&query_place_id=ChIJVy6EnkmDRo4Rk80vh6otnXE
Cossfit - DNJ Strong - Laureles,Gimnasio,Gimnasio,Colombia,Medellín,Laureles,"Cl. 42 #80-22, Medellín, Laureles, Medellín, Antioquia",+57 324 6626566,https://www.instagram.com/_dnjstrong?igsh=ZWRwazJ4cjd1bXkw,,5,10,Pequeño,MEDIA,9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Cossfit%20-%20DNJ%20Strong%20-%20Laureles&query_place_id=ChIJf0UwdfIpRI4R2TIvHd-AbNI
Self-Realization Fellowship - Grupo de Medellín,Otro,Destino religioso,Colombia,Medellín,Laureles,"Cl. 56 #39-23, Medellín, La Candelaria, Medellín, Antioquia",+57 317 8536379,https://yogananda-medellin.org/,,5,10,Pequeño,MEDIA,9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Self-Realization%20Fellowship%20-%20Grupo%20de%20Medell%C3%ADn&query_place_id=ChIJt4_cEvYoRI4RT__vNou6JGs
SpinGo,Otro,Casa de empeños,México,Ciudad de México,Polanco,"Monte Cáucaso 915, Miguel Hidalgo, Ciudad de México, Cd. de México",+52 55 6698 3321,https://spingo.mx/,,5,10,Pequeño,MEDIA,9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=SpinGo&query_place_id=ChIJ-U-PiY4B0oURoQj7ggUh6rs
Elite Equestrian Riding School,Otro,Escuela de equitación,México,Ciudad de México,Polanco,"Rancho Hípico La Joya, Retorno Agua Caliente SN, Naucalpan de Juárez, Estado de México",+52 55 1360 7490,https://eliteequestrian.mx/,,5,10,Pequeño,MEDIA,9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Elite%20Equestrian%20Riding%20School&query_place_id=ChIJ8Ynm6n8D0oURHKrPaAfE_Fc
Starke Fitness Gym,Gimnasio,Gimnasio,Argentina,Córdoba,Nueva Córdoba,"Av. Poeta Leopoldo Lugones 214, HZP, Córdoba",,,,4.9,59,Mediano,BAJA,8.9,No,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Starke%20Fitness%20Gym&query_place_id=ChIJE00hDZGiMpQRJmvz8hOmNzI
Authentic Pilates Mexico,Pilates,Centro de pilates,México,Ciudad de México,Polanco,"Campos Elíseos 413-Local A, Miguel Hidalgo, Ciudad de México, Cd. de México",+52 55 6537 2726,https://authenticpilatesmexico.com/,,4.6,43,Pequeño-mediano,MEDIA,8.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Authentic%20Pilates%20Mexico&query_place_id=ChIJwxUpfh0C0oURZcB7we31I_I
Meditación Colombia sede en Medellín Envigado,Otro,Centro de meditación,Colombia,Envigado,Envigado,"Cl. 23 Sur #43a, Envigado, Antioquia",+57 314 5539809,https://www.meditacionmedellin.org/,,4.6,33,Pequeño-mediano,MEDIA,8.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Meditaci%C3%B3n%20Colombia%20sede%20en%20Medell%C3%ADn%20Envigado&query_place_id=ChIJPbdheAYpRI4RpzSE1Pp61D0
Body Fitness Pilates Reformer Studio,Pilates,Centro de pilates,México,Ciudad de México,Polanco,"Parque Machado, Av Ferrocarril de Cuernavaca SN, casi esquina, Av. Pdte. Masaryk Frente a-Local bajo, Miguel Hidalgo, Ciudad de México, CDMX",+52 55 4466 5398,https://www.bodyfitnesspilates.com/,,4.6,32,Pequeño-mediano,MEDIA,8.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Body%20Fitness%20Pilates%20Reformer%20Studio&query_place_id=ChIJR1TLRgcD0oURwx-lqA0IPjI
NAVY Training | Lomas,Gimnasio,Gimnasio,México,Ciudad de México,Polanco,"Volcán 150, Miguel Hidalgo, Ciudad de México, Cd. de México",+52 55 6061 1451,https://www.navytrainingcenter.com/,,4.6,32,Pequeño-mediano,MEDIA,8.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=NAVY%20Training%20%7C%20Lomas&query_place_id=ChIJFYyAm7EB0oURn27OMBk7RXQ
Coffee y Yoga Online,Otro,Centro de salud y bienestar,Colombia,Envigado,Envigado,"Tierra Grata, Cl 27DSur #27-C 150 Interior 1215, Envigado, Antioquia",+57 324 6676107,https://g.page/Coffeeyyoga/review,,4.6,27,Pequeño-mediano,MEDIA,8.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Coffee%20y%20Yoga%20Online&query_place_id=ChIJp2uR0OKbP44R4PzGS95A_z4
Greenfit Cycling,Gimnasio,Centro deportivo,Colombia,Envigado,Envigado,"Terracina Plaza - Local 442, Envigado, Antioquia",+57 315 7607868,https://instagram.com/greenfitcycling,,4.9,14,Pequeño,MEDIA,8.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Greenfit%20Cycling&query_place_id=ChIJsSKWeEmDRo4RQf88GOP7UZ0
Lumina Pilates Studio,Pilates,Centro de pilates,Colombia,Envigado,Envigado,"Cra. 43A #34 sur 42, Envigado, Antioquia",+57 312 8677317,https://www.instagram.com/luminapilatesstudio?igsh=MTk1c3JwcTQwaHRkNg==,,4.9,14,Pequeño,MEDIA,8.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Lumina%20Pilates%20Studio&query_place_id=ChIJP7quRb2DRo4RI-0smXQ98e0
side to side,Gimnasio,Club deportivo,México,Ciudad de México,Polanco,"Paseo de las Palmas esq. Anillo Periférico Bajo, Miguel Hidalgo, Ciudad de México, CDMX",+52 55 4876 1045,https://sidetoside.mx/,,4.9,13,Pequeño,MEDIA,8.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=side%20to%20side&query_place_id=ChIJqQiMYswB0oURi5815ImNa7I
WAC TEAM BRAZILIAN JIU JITSU,Gimnasio,Gimnasio,Colombia,Bogotá,Chapinero,"Cl. 22a Bis #27-15 manzana H, Bogotá, Cundinamarca",+57 301 2146138,https://www.instagram.com/wacteambogota?igsh=NnJuOG5mcjFmYzVy,,4.9,12,Pequeño,MEDIA,8.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=WAC%20TEAM%20BRAZILIAN%20JIU%20JITSU&query_place_id=ChIJswq8JZmZP44RGzTgYx7-_9o
CENTRO VIVE,Otro,Psicoterapeuta,Colombia,Medellín,Laureles,"Tv 39 #66a- 104, Medellín, Laureles, Medellín, Antioquia",+57 300 2663553,https://linktr.ee/centrovive,,4.9,11,Pequeño,MEDIA,8.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=CENTRO%20VIVE&query_place_id=ChIJGZaXD3spRI4RG_SIy-2QT0g
alma pilates,Pilates,Centro de pilates,Colombia,Envigado,Envigado,"Cl. 23 Sur #42B 60 Local 501, Envigado, Antioquia",+57 320 2252264,https://www.almapilates.co/,,4.9,11,Pequeño,MEDIA,8.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=alma%20pilates&query_place_id=ChIJ13LHcdGDRo4RzrvQrbtL1fI
Megatlon Distrito Arcos,Gimnasio,Gimnasio,Argentina,Buenos Aires,Palermo,"Godoy Cruz 2626, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",+54 11 2078-5400,https://megatlon.com/,,4.2,533,Grande (cadena),MEDIA,8.8,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Megatlon%20Distrito%20Arcos&query_place_id=ChIJj0PA2Jq1vJURoKGyv5hxqRM
Almacén El Deportista,Gimnasio,Tienda de deportes,Colombia,Medellín,Laureles,"Cra. 49 #52-17, Medellín, La Candelaria, Medellín, Antioquia",+57 320 7691943,http://www.eldeportista.co/,,4.2,416,Grande (cadena),MEDIA,8.8,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Almac%C3%A9n%20El%20Deportista&query_place_id=ChIJgUfz7_goRI4Rw4P3lnJI1m4
INDECAP,Otro,Institución educativa,Colombia,Medellín,Laureles,"Cl. 56 #45 26, Medellín, La Candelaria, Medellín, Antioquia",+57 44484794,http://www.indecap.edu.co/,,4.2,194,Mediano,MEDIA,8.8,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=INDECAP&query_place_id=ChIJOdrIafcoRI4Ry7DpzpYOsNo
Inteligencia Canina,Otro,Adiestrador canino,México,Ciudad de México,Polanco,"Tecamachalco 64, Naucalpan de Juárez, Estado de México",+52 55 5678 1717,https://www.inteligenciacanina.com/escuela-para-perros-cdmx/tecamachalco-edomex,,4.2,161,Mediano,MEDIA,8.8,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Inteligencia%20Canina&query_place_id=ChIJB5oT2IAB0oURxuBZ-WA0yQ8
Bodytech Mall del Este,Gimnasio,Gimnasio,Colombia,Medellín,El Poblado,"Cra. 25 #3-45, Medellín, El Poblado, Medellín, Antioquia",+57 1 800 0182639,https://bodytech.com.co/sedes/mall-del-este,,4.2,160,Mediano,MEDIA,8.8,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Bodytech%20Mall%20del%20Este&query_place_id=ChIJX5gjipmCRo4Rmx33dGXgbQE
Ultra GYM,Gimnasio,Gimnasio,Colombia,Medellín,El Poblado,"Cl. 9A #37-16, Medellín, El Poblado, Medellín, Antioquia",+57 304 5564724,https://mstr.ly/Atenci%C3%B3n-ULTRAGYM,,4.2,110,Mediano,MEDIA,8.8,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Ultra%20GYM&query_place_id=ChIJLTUuSMYpRI4RCfe2Ruu2U88
ACADEMIA S.I.A,Otro,Servicio de guardias de seguridad,Colombia,Medellín,Laureles,"Cra. 42 #52 - 69, Medellín, La Candelaria, Medellín, Antioquia",+57 300 5139977,http://academiasia.com/,,4.2,56,Mediano,MEDIA,8.8,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=ACADEMIA%20S.I.A&query_place_id=ChIJIWVLaAkpRI4RcKzRQjsE3yI
COOAPPYME. Alturas/ Espacios Confinados/ Seguridad Social/Venta e Inspeccion de Equipos/ SG SST,Otro,Trabajos en altura,Colombia,Medellín,Laureles,"Cl. 47 #40-24, Medellín, La Candelaria, Medellín, Antioquia",+57 304 4467727,http://www.cooappyme.com/,,4.5,49,Pequeño-mediano,MEDIA,8.8,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=COOAPPYME.%20Alturas%2F%20Espacios%20Confinados%2F%20Seguridad%20Social%2FVenta%20e%20Inspeccion%20de%20Equipos%2F%20SG%20SST&query_place_id=ChIJRfsOFzMpRI4RKksnxKa5kP0
Phi,Yoga,Centro de yoga,Argentina,Córdoba,Nueva Córdoba,"Independencia 1060, IUV, Córdoba",+54 351 679-9717,http://www.instagram.com/pilatesphi1,,4.5,37,Pequeño-mediano,MEDIA,8.8,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Phi&query_place_id=ChIJh6B2y46iMpQR1FOUqBWRO9I
Elite House Gym,Gimnasio,Gimnasio,Colombia,Medellín,Laureles,"Cra 66B #4-31, Medellín, Laureles, Medellín, Antioquia",+57 314 6894055,http://www.elitehousegym.com/,,4.5,31,Pequeño-mediano,MEDIA,8.8,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Elite%20House%20Gym&query_place_id=ChIJnfEBAgApRI4RdZP2AtuKZeY
M-7RAINER,Gimnasio,Gimnasio,Colombia,Medellín,Laureles,"Cl 48A #81, Medellín, La América, Medellín, Antioquia",+57 304 6568736,https://www.facebook.com/m7rainer/,,4.5,31,Pequeño-mediano,MEDIA,8.8,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=M-7RAINER&query_place_id=ChIJfcX2f20pRI4ROTt3pwUw22Q
Asociación Centro De Raja Yoga Brahma Kumaris,Yoga,Centro de yoga,Colombia,Medellín,Laureles,"Sector Suramericana, Cra. 69 #48D-20, Medellín, Laureles, Medellín, Antioquia",+57 44216214,http://www.brahmakumaris.org/,,4.5,28,Pequeño-mediano,MEDIA,8.8,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Asociaci%C3%B3n%20Centro%20De%20Raja%20Yoga%20Brahma%20Kumaris&query_place_id=ChIJCaErlw0pRI4RMl5zGzbiisk
Iyengar Yoga Center,Yoga,Centro de yoga,México,Ciudad de México,Polanco,"Monte Himalaya 815, Miguel Hidalgo, Ciudad de México, Cd. de México",+52 55 6101 0784,http://yogacenter.com.mx/,,4.5,26,Pequeño-mediano,MEDIA,8.8,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Iyengar%20Yoga%20Center&query_place_id=ChIJO1_D10P_0YURc2kF_AnEBxs
ENVIGADO CHEER DANCE Gym,Gimnasio,Club deportivo,Colombia,Envigado,Envigado,"Tv. 34DD Sur #32c -19, Envigado, Antioquia",+57 320 7215782,,,4.5,6,Pequeño,ALTA,8.8,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=ENVIGADO%20CHEER%20DANCE%20Gym&query_place_id=ChIJuaL0mf2DRo4RHAUow_F50co
Gimnasio survivor gym,Gimnasio,Gimnasio,Colombia,Medellín,Laureles,"Cl. 49 #30-20, Medellín, Buenos Aires, Medellín, Antioquia",,,,4.8,305,Grande (cadena),BAJA,8.7,No,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Gimnasio%20survivor%20gym&query_place_id=ChIJp1ouVFwoRI4RZEI2kF6LFxU
Corporis,Gimnasio,Gimnasio,Argentina,Córdoba,Nueva Córdoba,"Independencia 775, Córdoba, Córdoba",,https://www.instagram.com/corporis/,,4.8,171,Mediano,BAJA,8.7,Sí,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Corporis&query_place_id=ChIJZeYxIYmiMpQR9z-3taZtKU4
ATLAB,Gimnasio,Gimnasio,Colombia,Medellín,El Poblado,"Carrera 32, Mall Zona 2 Sur #2 Sur-47 Piso -2, Medellín, El Poblado, Medellín, Antioquia",,https://atlabclub.com/#contacto,,4.8,124,Mediano,BAJA,8.7,Sí,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=ATLAB&query_place_id=ChIJOUszdoWCRo4RhZTNI3-JJag
Cuult,Gimnasio,Spa y gimnasio,México,Ciudad de México,Polanco,"Monte Líbano 915, Miguel Hidalgo, Ciudad de México, Cd. de México",+52 55 4098 8988,http://cuult.mx/,,4.8,19,Pequeño-mediano,MEDIA,8.7,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Cuult&query_place_id=ChIJAQLmlb8B0oURQuX6irB1Dgw
Ashto Yoga Nueva Córdoba Ashtanga Vinyasa Hatha,Yoga,Centro de yoga,Argentina,Córdoba,Nueva Córdoba,"Buenos Aires 933, Córdoba, Córdoba",+54 351 855-8597,https://www.instagram.com/ashto_espacio/,,4.8,18,Pequeño-mediano,MEDIA,8.7,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Ashto%20Yoga%20Nueva%20C%C3%B3rdoba%20Ashtanga%20Vinyasa%20Hatha&query_place_id=ChIJW_dJCgCjMpQR3cgiJ1OxjqE
Sports World Palmas,Gimnasio,Gimnasio,México,Ciudad de México,Polanco,"Av. Paseo de las Palmas 525-piso 1-2-3, Miguel Hidalgo, Ciudad de México, Cd. de México",+52 55 5615 6733,http://www.sportsworld.com.mx/,,4.1,514,Grande (cadena),MEDIA,8.6,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Sports%20World%20Palmas&query_place_id=ChIJFwKiGiAC0oURYFHK_1XbKJc
Smart Fit - Villa Grande,Gimnasio,Gimnasio,Colombia,Envigado,Envigado,"Tv. 29 Sur #32b-126, Envigado, Antioquia",,https://www.smartfit.com.co/gimnasios/villa-grande?utm_campaign=CO_SMART-FIT_RD_VILLAGRANDE_25-02-19_AON_IDU-ANOVIL1_GBM_TFR&utm_medium=GBM&utm_source=GBM,,4.7,483,Grande (cadena),BAJA,8.6,Sí,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Smart%20Fit%20-%20Villa%20Grande&query_place_id=ChIJ60cX-oSDRo4RKSsggIAJL1w
Casa Kiwi Hostel,Otro,Albergue,Colombia,Medellín,El Poblado,"Cra. 36 #7-10, Medellín, El Poblado, Medellín, Antioquia",+57 301 7044576,http://www.casakiwihostel.com/,,4.1,454,Grande (cadena),MEDIA,8.6,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Casa%20Kiwi%20Hostel&query_place_id=ChIJl_Sc4SkoRI4R56D5LkuoxDo
Fiter Hollywood,Gimnasio,Gimnasio,Argentina,Buenos Aires,Palermo,"Humboldt 1575, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",+54 11 2120-1400,https://fiter.com/AR/hollywood,,4.1,396,Grande (cadena),MEDIA,8.6,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Fiter%20Hollywood&query_place_id=ChIJr6G0LPq1vJUR4pl6TrGTLYE
